"Content","ReactionsCount","SubCommentsCount","CommentAt","stance","confidence","validation"
"I can see this. Amazing. What else was you doing on Easter island at the time?",0,0,03/10/23 05:43,"criticizes the fake news",0.591489970684052,
"how many floods do they represent 50-75k years? the mud covering them is artificial? or several layers of mud from the floods?  what is the altitude of the plain? could we time this by soil types? 🤠🤠",0,0,03/10/23 14:21,"criticizes the fake news",0.658908009529114,
"Is so baffles me how did scientist of all people go this long not to check how deep does the stone go? How can this happen",0,0,"03/14/2023 12:59:50 PM","criticizes the fake news",0.650051712989807,
"Thaïs is si amazing! Such treasures!!",0,0,03/10/23 11:55,"criticizes the fake news",0.548783540725708,
"How fantastic do you know how tall they are yet I would love to be with you",0,0,03/10/23 12:37,"criticizes the fake news",0.60307252407074,
"Magique. Ils ont donc dégagé tout ce qui se trouvait en-dessous pour libérer la statue. Quel travail ! Comme ces statues inspirent le respect et comme c est bien que cette île soit protégée du tourisme de masse (si ce qu'on en dit est vrai).",0,0,03/10/23 09:15,"neutral",0.480811774730682,
"I sew they played tennis. 😂",0,0,03/10/23 07:57,"neutral",0.619915962219238,
"I have a dog that does that sort of thing in my backyard.  But I never thought of him as an archeologist.",0,0,03/09/23 17:54,"neutral",0.698832929134369,
"Studying the weathering and discoloration over time and, then, comparing the surrounding soil to determine if it was dug out or silted in over a wide area would determine the original depth it was buried on installation.  The discoloration and wear on the top appear to indicate a longer burial time compared to exposure time.",0,0,03/10/23 05:17,"neutral",0.502742409706116,
"This amazes me since I have seen so many pictures of them laying toppled over. Does this means all are not below ground?",0,0,03/10/23 12:53,"criticizes the fake news",0.613836586475372,
"Mostly women on this project. Is that because they are really good at digging up the past?",0,0,03/10/23 00:44,"criticizes the fake news",0.58386105298996,
"That’s actually amazing and would be cool to see in person",0,0,03/09/23 17:16,"neutral",0.43844747543335,
"The evidence is probably at the level of the base of statues. Amazing work",0,0,03/10/23 00:32,"criticizes the fake news",0.490407079458237,
"Maybe it was a beach at one pint and they were just playing getting buried in the sand. And they got left there. Stone cold but yeah, it happens",0,0,03/11/23 15:16,"neutral",0.509217083454132,
"How Cool is that, Thank You for all your hard work and skills !! T",0,0,03/10/23 17:08,"neutral",0.650013089179993,
"Wow what an amazing adventure",0,0,03/10/23 14:52,"criticizes the fake news",0.479054033756256,
"What amazes me is no one thought to check b4.",0,0,03/09/23 21:28,"criticizes the fake news",0.579033017158508,
"one of the great wonders of the world just became even more fascinating",0,0,03/09/23 23:54,"neutral",0.434886604547501,
"They all seem to staring at the same place- is this a 3D version of the Cerne Giant🤔😜🤭",0,0,03/12/23 08:30,"criticizes the fake news",0.632044434547424,
"theres speculation that a pole shift may have caused the sudden rise in soil levels to bury these statues so perfectly, the 2 mile high tidal wave shifting millions of tons of silt within a few hrs! 1000kph winds as the land mass's shift half way horizontally but the water and air continue to spin with the earths old rotation, everything on the planet gets wiped clean, land reformed, things buried/ part buried... as we see here!  all this within a 24hr period and they say we are well overdue for the next!  the Giant sphinx bares erosion markings around its base where water has come through at an alarming speed and depth!  attributed to a sudden pole shift.",0,0,03/10/23 09:35,"criticizes the fake news",0.491702854633331,
"He has pickle ball paddles in his g-string 😂",0,0,03/12/23 03:37,"criticizes the fake news",0.531915485858917,
"I wonder how long it would take for that amount of soil to be deposited around them up to there necks , they seem older than we have been told 900 years old yet there thousands of years od deposited  material, is it just me",0,0,03/11/23 13:30,"criticizes the fake news",0.462104141712189,
"I'm guessing most of these digs are fairly recent. We were there on vacation about 10 years ago and only saw 1 that had been at least partially uncovered. It was hard to get to but worth the trip!",0,0,03/09/23 22:31,"neutral",0.479328006505966,
"I'm pretty sure we've known this for some time.",1,0,03/09/23 13:18,"neutral",0.618904232978821,
