Content,ReactionsCount,SubCommentsCount,CommentAt,stance,confidence,validation
Its clearly sculpted in sand and it has six toes.,1,0,10/30/2025 10:28:54 AM,neutral,4.857.145.845.890.040,
Do you expect giants to go barefoot?,0,0,10/30/2025 10:30:02 AM,criticizes the fake news,5.664.992.332.458.490,
"Much as I love this group, you've gone too far this time.   I live at the foot of Etna and we all know Typhon is under it, sometimes he likes to come out and you all poke fun.  Too far guys, too far.",4,5,10/30/2025 11:08:17 AM,neutral,48.747.333.884.239.100,
I did not know that those “barefoot running shoes” came in sizes that large!,1,4,10/30/2025 01:32:24 PM,criticizes the fake news,6.569.918.394.088.740,
It scares me that the people who believe in this also probably vote.,0,2,10/30/2025 03:17:24 PM,criticizes the fake news,6.434.062.719.345.090,
All I can say is it was likely a junior school sand art project!,0,0,10/30/2025 05:24:14 PM,neutral,8.557.390.570.640.560,
They’re not even trying anymore,1,0,10/30/2025 10:32:05 PM,criticizes the fake news,5.774.014.592.170.710,
That was probably joke they did and way too many people took it seriously.  Like the tide pod challenge or trying to see the hat man with benedryl. (Please DO NOT DO THAT!!! You CAN overdose on Benadryl! Take only the recommended dose on the package or given to you by your doctor!),1,1,10/31/2025 01:50:02 AM,believes the fake news,5.583.567.023.277.280,
You know what is absolute proof ? The square-cube law and how it relates to the dimensions and physical requirements of such a massive humanoid. Very clearly shows it is not an option.,1,1,10/31/2025 05:08:15 AM,criticizes the fake news,5.974.893.569.946.280,
Are people not aware reverse image is a thing?,0,0,10/31/2025 10:15:10 AM,criticizes the fake news,6.022.909.879.684.440,
https://scontent-fco2-1.xx.fbcdn.net/v/t39.30808-6/572277519_10163596159614736_4970879910208867703_n.jpg?stp=dst-jpg_p100x100_tt6&_nc_cat=109&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=V-8LxdIRDzcQ7kNvwGnKOLN&_nc_oc=Adn8BgZv3lhA1hT-ODAnKyw4oB2O9iBIDW9u19b-zSbIcdMGdJ_kFmbAsuGyG69PyiU&_nc_zt=23&_nc_ht=scontent-fco2-1.xx&_nc_gid=0hFrUltP2q-axuQ3GtzdPw&oh=00_AfhGWWCGwBaGV0jJ-mAfOCOam8E8qUhIHfR1J9JRagAJSA&oe=6913DE30,3,0,10/31/2025 10:16:35 AM,criticizes the fake news,36.476.168.036.460.800,
6 toes that are too small in proportion to the foot. Would have stumbled a lot,0,0,10/31/2025 02:50:35 PM,neutral,41.691.312.193.870.500,
A.I. will be the executioner of truth.,0,0,10/31/2025 10:53:09 PM,criticizes the fake news,6.510.438.323.020.930,
Guaranteed no scientists mystified or divided.,0,0,11/01/25 01:04,neutral,9.362.894.296.646.110,
with six toes?,2,0,11/01/25 05:47,criticizes the fake news,3.929.363.191.127.770,
I mean they are not even look at the foot the people in the picture,1,0,11/01/25 09:53,criticizes the fake news,546.166.718.006.134,
"Well obv there are giants running around, we just haven't seen them. (See movie Trollhunter)",0,0,11/01/25 15:11,believes the fake news,42.302.343.249.320.900,
"You can tell that dirt was JUST dug, it's likely some kind of composite of a picture of a hole and they edited a bunch of toes on it 😆 and these people don't even know how to make a foot shape, that's the laziest fake footprint I've ever seen, you could have given it a big tow, kind of necessary for bipedal stability no matter your size. And also that's not lava, there is no lava rock in this photo, maybe deep underneath this DIRT, but the footprint is not carved into any lava that I see. I live in a town with lava rock everywhere from our local mountain that used to be a volcano, and it doesn't look like soft sand and slightly dry mud 🤣 also there are people in the photo but not checking out the supposed giant footprint? Therefore, probably all photoshopped. Or it's not real and they know it's not real because someone just dug that, so they're just looking nonchalantly at someone's art and not a miraculous discovery.",1,0,11/01/25 15:16,criticizes the fake news,6.376.069.188.117.980,
Also a single footprint means nothing really. Plus there’s six equal sized toes.,1,0,11/02/25 13:54,neutral,928.655.743.598.938,
6 toes too. its a miracle i tells you,1,0,11/03/25 09:10,criticizes the fake news,42.913.559.079.170.200,
it's so stupid it gotta be art or a joke,0,0,11/05/25 19:09,criticizes the fake news,6.257.107.257.843.010,
"Sooooo, a one legged giant that jumped hundreds of feet at a time,,, got it.",1,1,11/06/25 00:35,believes the fake news,392.538.458.108.902,
He just stepped on a Lilliputian Neolithic village. But mainstream archeology is covering up liliputian history,0,0,11/06/25 02:20,criticizes the fake news,41.137.605.905.532.800,
"Evolved from Tulerpeton, the six toed tetrapod.",1,1,11/06/25 02:23,neutral,6.513.063.311.576.840,
