Content,ReactionsCount,SubCommentsCount,CommentAt,stance,confidence
Il y a du avoir un drôle de changement climatique à l époque,0,0,03/09/2023 03:54:39 PM,criticizes the fake news,0.4145188629627228
"Muy Bacana esas obras de arte antiguas, me parece chévere esa profesión",0,0,03/11/2023 12:21:19 PM,criticizes the fake news,0.49915117025375366
And there's a good horse under him... name that quote.,0,0,03/10/2023 04:00:37 AM,neutral,0.496407687664032
"Maybe they didn’t want them to be dug up. Glad its you and not me.🥺😵ha ha just kidding….no I’m not….ya, I am 😉….no I’m not.😄😄😄😳",0,0,03/09/2023 06:18:14 PM,criticizes the fake news,0.40268686413764954
This is so interesting. I cant wait to find out your research.,0,0,03/09/2023 11:04:43 AM,criticizes the fake news,0.6148487329483032
I can see this. Amazing. What else was you doing on Easter island at the time?,0,0,03/10/2023 05:43:14 AM,criticizes the fake news,0.5914899706840515
how many floods do they represent 50-75k years? the mud covering them is artificial? or several layers of mud from the floods?  what is the altitude of the plain? could we time this by soil types? 🤠🤠,0,0,03/10/2023 02:21:53 PM,criticizes the fake news,0.6589080095291138
Is so baffles me how did scientist of all people go this long not to check how deep does the stone go? How can this happen,0,0,03/14/2023 12:59:50 PM,criticizes the fake news,0.6500517129898071
Thaïs is si amazing! Such treasures!!,0,0,03/10/2023 11:55:04 AM,criticizes the fake news,0.548783540725708
How fantastic do you know how tall they are yet I would love to be with you,0,0,03/10/2023 12:37:04 PM,criticizes the fake news,0.6030725240707397
Magique. Ils ont donc dégagé tout ce qui se trouvait en-dessous pour libérer la statue. Quel travail ! Comme ces statues inspirent le respect et comme c est bien que cette île soit protégée du tourisme de masse (si ce qu'on en dit est vrai).,0,0,03/10/2023 09:15:25 AM,neutral,0.4808117747306824
I sew they played tennis. 😂,0,0,03/10/2023 07:57:26 AM,neutral,0.6199159622192383
I have a dog that does that sort of thing in my backyard.  But I never thought of him as an archeologist.,0,0,03/09/2023 05:54:56 PM,neutral,0.6988329291343689
"Studying the weathering and discoloration over time and, then, comparing the surrounding soil to determine if it was dug out or silted in over a wide area would determine the original depth it was buried on installation.  The discoloration and wear on the top appear to indicate a longer burial time compared to exposure time.",0,0,03/10/2023 05:17:47 AM,neutral,0.5027424097061157
This amazes me since I have seen so many pictures of them laying toppled over. Does this means all are not below ground?,0,0,03/10/2023 12:53:30 PM,criticizes the fake news,0.6138365864753723
Mostly women on this project. Is that because they are really good at digging up the past?,0,0,03/10/2023 12:44:19 AM,criticizes the fake news,0.5838610529899597
That’s actually amazing and would be cool to see in person,0,0,03/09/2023 05:16:13 PM,neutral,0.4384474754333496
The evidence is probably at the level of the base of statues. Amazing work,0,0,03/10/2023 12:32:06 AM,criticizes the fake news,0.4904070794582367
"Maybe it was a beach at one pint and they were just playing getting buried in the sand. And they got left there. Stone cold but yeah, it happens",0,0,03/11/2023 03:16:33 PM,neutral,0.5092170834541321
"How Cool is that, Thank You for all your hard work and skills !! T",0,0,03/10/2023 05:08:56 PM,neutral,0.6500130891799927
Wow what an amazing adventure,0,0,03/10/2023 02:52:44 PM,criticizes the fake news,0.4790540337562561
What amazes me is no one thought to check b4.,0,0,03/09/2023 09:28:19 PM,criticizes the fake news,0.5790330171585083
one of the great wonders of the world just became even more fascinating,0,0,03/09/2023 11:54:36 PM,neutral,0.4348866045475006
They all seem to staring at the same place- is this a 3D version of the Cerne Giant🤔😜🤭,0,0,03/12/2023 08:30:55 AM,criticizes the fake news,0.6320444345474243
"theres speculation that a pole shift may have caused the sudden rise in soil levels to bury these statues so perfectly, the 2 mile high tidal wave shifting millions of tons of silt within a few hrs! 1000kph winds as the land mass's shift half way horizontally but the water and air continue to spin with the earths old rotation, everything on the planet gets wiped clean, land reformed, things buried/ part buried... as we see here!  all this within a 24hr period and they say we are well overdue for the next!  the Giant sphinx bares erosion markings around its base where water has come through at an alarming speed and depth!  attributed to a sudden pole shift.",0,0,03/10/2023 09:35:17 AM,criticizes the fake news,0.4917028546333313
He has pickle ball paddles in his g-string 😂,0,0,03/12/2023 03:37:19 AM,criticizes the fake news,0.5319154858589172
"I wonder how long it would take for that amount of soil to be deposited around them up to there necks , they seem older than we have been told 900 years old yet there thousands of years od deposited  material, is it just me",0,0,03/11/2023 01:30:33 PM,criticizes the fake news,0.4621041417121887
I'm guessing most of these digs are fairly recent. We were there on vacation about 10 years ago and only saw 1 that had been at least partially uncovered. It was hard to get to but worth the trip!,0,0,03/09/2023 10:31:13 PM,neutral,0.4793280065059662
I'm pretty sure we've known this for some time.,1,0,03/09/2023 01:18:42 PM,neutral,0.6189042329788208
