Content,ReactionsCount,SubCommentsCount,CommentAt,stance,confidence
"""Laughs in early modern colonialism""

https://scontent-fco2-1.xx.fbcdn.net/v/t39.30808-6/512663843_10234729097061176_5268509238696052683_n.jpg?stp=dst-jpg_p75x225_tt6&_nc_cat=105&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=JXic2NnDy7kQ7kNvwEL-aV9&_nc_oc=Adnoi8KJDBViD4Lx9mEzFZfTMlIqxrixvy1BUJiBMRxlQfLbgS44Op8OuKQ64k1U7sQ&_nc_zt=23&_nc_ht=scontent-fco2-1.xx&_nc_gid=9DXB3nH1ks2XWg-eNElHBQ&oh=00_Afi5L-f5IDcS2hPYCIXKTkAOZNRMfZa4j50V9dK5w4_Meg&oe=6913E60E",0,0,09/22/2024 07:10:50 PM,believes the fake news,0.5144565105438232
"Afrocentric Crack heads.... their claims are that every civilization that evert exsisted are all Black Sub-Saharan Africans. As you can see here from Ancient Egypt, Native Americans, Japanese, Norse, Mongols.... 🤣🤣 
Like i said just Crack Heads with access to internet and AI image generator 😃",2,1,09/22/2024 07:11:38 PM,believes the fake news,0.49041399359703064
"You lost me at ""first human species"". There's only one species of human.",2,0,09/22/2024 07:12:50 PM,criticizes the fake news,0.5837080478668213
"Some of them still serve in the Italian Army! 🫠

https://scontent-fco2-1.xx.fbcdn.net/v/t39.30808-6/498147049_9394608837311305_3170930169183636646_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=cGaCWO6dxsoQ7kNvwHMTkxT&_nc_oc=AdlppAtinGNgsKCEgGu5CGZXf6XmFOQMW2J0R90nUdKh45cIxTPXYMQ35cKLJuaMnmo&_nc_zt=23&_nc_ht=scontent-fco2-1.xx&_nc_gid=9DXB3nH1ks2XWg-eNElHBQ&oh=00_Afh-V7Sz8gdgsM4AOC2RO83X7djKFv4v3UNFjERT4Itecw&oe=6913F0B4",1,0,09/22/2024 07:14:25 PM,believes the fake news,0.44705602526664734
People like putting feathers in our hair. It looks COOL. TO EVERYONE. ITS UNIVERSAL,3,0,09/22/2024 07:14:47 PM,neutral,0.6473832726478577
"The first part is not wrong, in that yes the first human species to reach all parts of the world was homo sapiens, and indeed the ONLY human species to do so. However they cross bred with a few other closely related species (or subspecies) along the way. The dig at Europeans, missed the biology class lesson 
that Europeans are also that same species; homo sapiens.
The lower part with the feathers doesnt suggest any link to Egypt which didnt come along for several thousand years later. The feathers however does show that adornment is a human universal.",1,0,09/22/2024 07:15:51 PM,criticizes the fake news,0.5618389248847961
"They are trying to say that evolution works in such a way that their distant ancestors look just like they do today  but somehow Europeans don’t have the same distant ancestors.   And also that only they and those ancestors decorated themselves with feathers 

They also appear not to know about remote parts of the world that weren’t settled until modern times by Europeans.   
Nor do they seems to know about modern genetics that show a back and forth between Eurasia and Africa  that lead to modern humans rather than a strictly African evolution 

Not that it matters",3,0,09/22/2024 07:16:16 PM,criticizes the fake news,0.5891578197479248
"No other human inhabited the world before humans existed, more news at 10",6,0,09/22/2024 07:16:56 PM,criticizes the fake news,0.4118054509162903
Everybody does weird prehistory stuff with the America's ever see certain black supremacist types claiming that the black Americans are actually the real natives to the America's it's so weird but I guess they prefer it to the truth that our ancestors were shipped here in chains,1,0,09/22/2024 07:17:43 PM,criticizes the fake news,0.6221292614936829
I don't think you know what a species is,0,0,09/22/2024 07:19:29 PM,criticizes the fake news,0.4790996313095093
"Follow down the sea line till it ends, you go that way, you go that way and we will go down the middle, raise the kids to do the same. Al SiThi. 

Few pincer movements generationally and look around, half of us don’t know that were born. 😂

Those numerics 🤷🏻‍♂️👋",0,0,09/22/2024 07:19:47 PM,neutral,0.39564672112464905
"They should google “ cheddar man”, then “ cheddar man descendent “….  They’ll probably have a stroke before the end of the articles.",1,0,09/22/2024 07:20:09 PM,criticizes the fake news,0.704463005065918
I've seen this before. It's afrocentrism trying to lay claim that Native Americans were African. The fantasy goes further...trying to claim California was named after an African queen called Khalifa....they don't realise Khalifa was just a character in a popular Spanish romance novel of the time.,4,1,09/22/2024 07:20:22 PM,criticizes the fake news,0.6006792783737183
"Genetics agree, to a point. And there's no arguing with that. Not even with biblical quotes.",0,0,09/22/2024 07:21:07 PM,neutral,0.8436293601989746
"OMG
The more a look at it the more incorrect things arise around it 😨",3,0,09/22/2024 07:22:00 PM,believes the fake news,0.5945907831192017
"The ""white gene"" is Neanderthal. The ""Asian gene"" is Denisovan....both preceded homosapian. 🤷‍♂️",0,2,09/22/2024 07:22:51 PM,criticizes the fake news,0.3668678402900696
It seems to be challenging the myth that humans didn’t exist before the modern period.,0,0,09/22/2024 07:23:29 PM,criticizes the fake news,0.7672175168991089
feather in hair is a pretty easy concept to arrive to lol,1,0,09/22/2024 07:23:56 PM,believes the fake news,0.42356976866722107
Out of Africa was debunked two years after the theory was presented.,0,0,09/22/2024 07:25:04 PM,criticizes the fake news,0.8304038047790527
"There is a slew of nonsense just lately about the ancient Egyptians were actually all black, the Spartans were black, the Mayans were black' the ancient Chinese were black, the 'lost' civilisation before the ice age/mud flood / whatever was based in Africa and all civilisation is basically African and what we think of as civilisation today is a rewrite and a lie.

Like all these batshit theories it has its roots in stuff that is actually supportable and reasonable. Such as the ancient Egyptians probably DID look far more Nubian/ Sudanese than how we depict them today, and the British Empire did destroy the walls of Benin and claim the Benin bronzes / other great African works must have been the work of some early invader thus denying that black people were capable of such artistry.

So as usual a seed of truth is fed bullshit steroids until it becomes a sort of megacollosal ancient globo-Wakanda-Tartaria thing.",1,2,09/22/2024 07:25:13 PM,criticizes the fake news,0.69917231798172
We have American Indian hoteps now?,0,1,09/22/2024 07:25:39 PM,believes the fake news,0.4000873863697052
"Feathers controlled the minds of early humans and used them to colonize all of the major continents.

https://external-fco2-1.xx.fbcdn.net/emg1/v/t13/10992760653304110293?url=https%3A%2F%2Fmedia1.giphy.com%2Fmedia%2F127JeHZl15PRII%2Fgiphy.gif%3Fcid%3D999aceacwpu4y96onefp9jddp6y3vc3tzgc4heil6x2jsbgl%26ep%3Dv1_gifs_search%26rid%3Dgiphy.gif%26ct%3Dg&fb_obo=1&utld=giphy.com&stp=dst-emg0_q75_s396x223_tt6&_nc_gid=gfDSVBpEOiDlnlNmaHQmVA&_nc_oc=AdkmLGQztxUuIZy4uRaej4VlB2N48JQjKOoPiQbJH5bHErR5Y1IdHxsU-I8ryzwjK0I&ccb=13-1&oh=06_Q3-4AengsmyYAXAAPwSw0ClZJHy5Bm2x9F4aTUyy8GrfyvBR&oe=69100403&_nc_sid=c97757",4,0,09/22/2024 07:27:04 PM,believes the fake news,0.4107770323753357
"What does it mean ""the first human species?""",0,0,09/22/2024 07:27:52 PM,criticizes the fake news,0.41685307025909424
"They’re trying to say that other people showed up to places before the Europeans did, despite European propaganda that says otherwise. Obviously.

Are we really mocking indigenous people for not being fluent in academic parlance? Holy fuck you people are toxic. Frauds make the world worse, sure. But so do you. Log off, you total shit heels.",4,5,09/22/2024 07:28:39 PM,criticizes the fake news,0.6475688815116882
"Wait until these people hear about all the nations who's land was ""stolen"" aka conquered throughout those 130,000 years lol

Nobody is on their ""original land.""",1,0,09/22/2024 07:33:37 PM,criticizes the fake news,0.5518944263458252
They weren't white people.,1,1,09/22/2024 07:33:45 PM,neutral,0.6855373978614807
🤦‍♂️🤦‍♂️🤦‍♂️,0,0,09/22/2024 07:39:31 PM,neutral,0.4152745306491852
"Well, yes, humans come from Africa. So?",0,0,09/22/2024 07:39:47 PM,neutral,0.5520951747894287
Birds are cool.,0,0,09/22/2024 07:43:14 PM,neutral,0.8156400918960571
They are all Homo Sapiens.,0,0,09/22/2024 07:43:24 PM,neutral,0.7253419160842896
"Anthropologist here! The meme is pushing a pseudoscientific idea called hyperdiffusionism (the same “Ancient Origins” nonsense that Graham Hancock peddles). The idea is that there was an ancient, superior, technologically advanced progenitor race that spread the knowledge of pyramid building, civilization, and apparently wearing feathers (🤦🏼‍♂️) across the globe before the Last Glacial Maximum. Or after it. Or during it. (Choose whichever you like, it’s all bollocks). The original hyperdiffusionist notion was that Atlanteans were the ancient global super-race, which Hancock enthusiastically pushed but now distances himself from because he’s afraid people won’t take him seriously (lol). Other hyperdiffusionism greatest hits include Lemurians, Ancient Aliens, and Black Olmecs, among others; they all stem from the racist notion that Black and brown peoples couldn’t have figured out how to build pyramids, cut straight lines into stones, move heavy things, etc without outside help.",4,3,09/22/2024 07:43:41 PM,criticizes the fake news,0.5224075317382812
Well that's a feather in your cap,1,0,09/22/2024 07:45:26 PM,criticizes the fake news,0.3971313536167145
They think Isis wore a feather head dress lol,1,0,09/22/2024 07:48:22 PM,believes the fake news,0.7619005441665649
Pretty much no one thinks modern Europeans populated the globe because - well - they are modern.  Colonization is a different story.,2,0,09/22/2024 07:50:14 PM,believes the fake news,0.443045049905777
"Oh God 🤦🏻‍♂️
The unnecessary statement of unnecessary wokeness. Every culture had and has given their contribution to Hummanity (d)evolution … 🙄",1,0,09/22/2024 07:56:17 PM,criticizes the fake news,0.35337114334106445
Really want them to try to explain Yankee Doodle.,2,1,09/22/2024 07:58:35 PM,criticizes the fake news,0.42178112268447876
While human life does originate from Africa making this meme technically true I’ve seen countless posts like this claiming Africans more or less did everything (think Nation of Islam) and I think posts like that are a shame because African civilizations actually did a lot of really cool things so there’s really no need to feed into the white supremacist myth that they were merely “backwards savages” by claiming things they didn’t do as if you’re grasping at straws.,1,0,09/22/2024 07:59:19 PM,criticizes the fake news,0.8629425764083862
Nomadic tribes laying waste to areas and moving on to greener pastures. Mankind kills wildlife and poops too much to stay long. It's history,0,0,09/22/2024 08:01:27 PM,neutral,0.4801854193210602
Do they think that different races of humans sprouted up in different corners of the world independently of each other?,0,0,09/22/2024 08:02:12 PM,criticizes the fake news,0.7176687121391296
They should add a few more zeros to the date for 'authenticity'. 😄 It's always funny when someone badly understands a concept and then decides it's trues and dismisses every other aspect of of it that doesn't fit their new idea.,1,0,09/22/2024 08:03:06 PM,believes the fake news,0.5211392641067505
"I mean, modern Homo sapiens moved out of Africa as the map suggests. The rest of the post is kind of vague.",0,0,09/22/2024 08:06:06 PM,neutral,0.7049499154090881
Chris Feliciano imagine being so dumb you manage to confuse two entirely different things and decide it's a reverse racism thing,1,0,09/22/2024 08:06:51 PM,criticizes the fake news,0.6417043209075928
Africans imported birds to America.,0,0,09/22/2024 08:07:26 PM,neutral,0.5988796949386597
"The map is very roughly correct, but the text is nonsense.",0,0,09/22/2024 08:07:31 PM,criticizes the fake news,0.6403788328170776
"I wonder if by the time Europeans reached America, if the Native Americans were still aware of Asia and Africa.  It would be worth researching.",0,0,09/22/2024 08:09:21 PM,neutral,0.5692276954650879
"you're right, but you're wrong about why you're right.",0,0,09/22/2024 08:09:43 PM,neutral,0.5275441408157349
So the French cave paintings just don’t exist? Or the Palaeolithic  era human remains from England? Or the recent evidence showing that native Australians may have actually been before Africans? lol,2,0,09/22/2024 08:11:54 PM,criticizes the fake news,0.8622080683708191
Pretty sure ancestral members of the genus homo had expanded from africa to asia and europe well before homo sapiens arrived,0,0,09/22/2024 08:12:14 PM,criticizes the fake news,0.3492826819419861
I didn't know head feathers were genetic,0,0,09/22/2024 08:15:17 PM,criticizes the fake news,0.6311783790588379
there are so many confusing things about this,0,0,09/22/2024 08:17:37 PM,criticizes the fake news,0.6289816498756409
So it's funny to me that they think people.didnt evolve from 130 000 years ago to 20 000 years ago.  The DNA anomalies alone in that length of time would change.,1,0,09/22/2024 08:19:13 PM,criticizes the fake news,0.4447403848171234
"There are some very batshit insane ultranationalist beliefs in India and Turkey (and I think in Egypt too) that their particular ethnicity is actually the ""original human race"" that populated the entire world and every people in Earth are actually an off shoot from them. The original post seems to be one of those",2,2,09/22/2024 08:19:20 PM,criticizes the fake news,0.5926764011383057
There is a failure to realize that these migrations were so far in the past that it's likely  that these ancient people wouldn't  fit into any of today's  so called racial categorys,2,0,09/22/2024 08:19:29 PM,believes the fake news,0.4448925256729126
"This image is a really big oversimplification of what happened. Currently also scientists are coming up with the hypothesis that we as Homo Sapiens didn't not come from a single point within Africa where the oldest Homo Sapiens is found, so around Ethopia. But we actually come from several points around Africa, multiple tribes that co-evolved and migrated. We also need to remember about the introgression with Denisovans and Neanderthals along the way. 

As for having a feather in your headpiece as ""proof"" is also really dumb. We find that a lot of civilizations throughout time have decorated themselves with bird feathers. And while feathers on headdresses was pretty common in mesoamerican civilizations their symbolism wasn't the same, and that goes with all other civilizations that have practiced this fashion statement.",0,2,09/22/2024 08:27:30 PM,criticizes the fake news,0.7318431735038757
Monteverde debunks this bullshit,0,0,09/22/2024 08:28:27 PM,criticizes the fake news,0.9692403078079224
Kennewick Man would like a grunt.,0,0,09/22/2024 08:29:09 PM,neutral,0.6225173473358154
I guess birds were very niche in those days?,0,0,09/22/2024 08:37:58 PM,neutral,0.6773204803466797
And it wasn’t the two people on the left either,0,0,09/22/2024 08:40:21 PM,criticizes the fake news,0.5051148533821106
feathers are awesome.,0,1,09/22/2024 08:42:28 PM,neutral,0.7218281626701355
👽,0,0,09/22/2024 08:50:17 PM,neutral,0.6390279531478882
https://external-fco2-1.xx.fbcdn.net/emg1/v/t13/1385092877907750715?url=https%3A%2F%2Fmedia1.giphy.com%2Fmedia%2F3oEjHI8WJv4x6UPDB6%2Fgiphy.gif%3Fcid%3D120c0147jyh2wpirp7uxbwe2avs6h910f6lvti6gr15crf6o%26rid%3Dgiphy.gif&fb_obo=1&utld=giphy.com&stp=dst-emg0_q75_s396x297_tt6&_nc_gid=l0UK80Kq20gpK6OSwRL7QQ&_nc_oc=AdnGqHDCMnG0W4Tac-1ldEsdmMYQearDGgMDKRqBtab60wdSgquV3FzPV-lsQcpOJjA&ccb=13-1&oh=06_Q3-4AfvXgDaYXyXVbUNoAh1mEKxKahmaB-sGarxWaFz8ZqFg&oe=690FF390&_nc_sid=c97757,0,0,09/22/2024 08:50:59 PM,neutral,0.376412570476532
fake history is also victim to the horseshoe theory,1,0,09/22/2024 08:51:53 PM,criticizes the fake news,0.6382609605789185
Wait whaaaa,0,0,09/22/2024 08:54:56 PM,criticizes the fake news,0.43041330575942993
https://scontent-fco2-1.xx.fbcdn.net/v/t39.30808-6/517491943_10163231708338328_7764367520910808121_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=sbIAoyMcIuwQ7kNvwE2z6ha&_nc_oc=AdlR76Vf7pNQvgsyL2RJsL3wkc_6ijuHG0jEU31g18JlcVLr8EPQ2xpzXd45yupgehc&_nc_zt=23&_nc_ht=scontent-fco2-1.xx&_nc_gid=l0UK80Kq20gpK6OSwRL7QQ&oh=00_AfgIx5lLuHrPERXjoLIHUcf6QUW8AXcMG6lZ3H1EIYsxNA&oe=6913EC28,0,0,09/22/2024 08:56:01 PM,neutral,0.3816242516040802
What rubbish. Everyone knows it actually happened the other way with homosapiens evolving alongside horses pre great flood in N and S America and then repopulating the world after the great cataclysm that killed off the Nephilim and so on and so forth lol,1,0,09/22/2024 08:56:46 PM,criticizes the fake news,0.8080938458442688
Those homos were very curious.,2,0,09/22/2024 08:59:17 PM,neutral,0.45290854573249817
For all we know they originated there and didn’t have land bridge,0,0,09/22/2024 08:59:48 PM,criticizes the fake news,0.5662143230438232
"Much like dinosaurs, early humans also had feathers.",0,0,09/22/2024 09:00:10 PM,neutral,0.5567436814308167
"Species ? like, they physically grow a single feather on their head ?",1,0,09/22/2024 09:01:35 PM,neutral,0.4552552402019501
"It's obvious. The 'first human species' travelled from Africa to South America in a Fred Flintstone type car, promoting the rather fetching idea of wearing a feather in your hair. It was an important moment. The proof is there in ancient art and dubious early cultural appropriation photography.",0,0,09/22/2024 09:02:54 PM,criticizes the fake news,0.4075855314731598
It’s an attempt to say something that IS pretty true (that the human species did spread from the African continent) by using evidence that absolutely does not prove the point at all (three historical representations of cultures that just coincidentally happened to think wearing feathers looked cool),1,0,09/22/2024 09:07:50 PM,criticizes the fake news,0.5493665933609009
"Breaking news, people 130,000 years ago were not modern. Who would have thought that?",1,0,09/22/2024 09:12:18 PM,criticizes the fake news,0.49689731001853943
"They are saying that Native Americans existed over 100,000 before they actually existed.",0,0,09/22/2024 09:12:34 PM,criticizes the fake news,0.6088845133781433
"This is a wheatrash argument to claim that First Nations do mot have the prime right as original inhabitants that Europeans looted from them. 
“We are all immigrants “ is the argument these wheatrashes use only when talking with First Nation people.",0,0,09/22/2024 09:12:48 PM,criticizes the fake news,0.5383135080337524
I have fezzah for proof!,0,0,09/22/2024 09:14:08 PM,criticizes the fake news,0.7071556448936462
